1.0098,0.67931,8
1.0031,0.28356,8
1.0137,0.94272,8
1.0134,1.5898,8
1.02,0.9697,8
1.0255,1.2655,8
NaN,NaN,8
1.0277,2.1237,8
1.0494,1.4755,8
1.0499,1.6927,8
1.0464,1.6046,8
1.0467,1.3119,8
NaN,NaN,8
1.0859,1.4762,8
NaN,NaN,8
NaN,NaN,8
1.0322,1.5011,8
NaN,NaN,8
1.0092,0.53627,8
1.0328,1.1657,8
1.0327,1.1398,8
1.0096,0.58961,8
1.0333,1.6483,8
1.0429,0.93867,8
1.0377,1.425,8
1.0435,1.6273,8
1.0559,1.4969,8
1.0541,1.3222,8
1.0474,1.4848,8
1.0548,1.829,8
1.0534,1.9562,9
1.047,1.3261,9
1.0739,1.2224,9
1.1001,2.0971,9
1.1015,2.0982,9
1.0508,1.2064,9
1.0653,2.0393,9
1.0659,0.99206,9
1.0949,1.6151,9
1.0734,1.3229,9
1.1274,1.4168,9
1.1041,1.1648,9
1.0723,1.4329,9
1.1392,0.8437,9
1.095,1.11,9
1.0927,1.1502,9
1.1197,0.93486,9
1.1298,0.94197,9
1.1068,0.93638,9
1.1106,0.80969,9
1.1369,1.1457,9
1.1178,1.1619,9
1.1641,1.1919,9
1.1443,1.4631,9
1.1314,0.93805,9
1.1236,0.86082,9
1.0989,0.79964,9
1.1234,1.0641,9
1.1686,1.0383,9
1.0881,0.9757,9
1.1209,1.5295,10
1.119,1.3225,10
1.1252,1.2202,10
1.0878,1.2483,10
1.0906,1.2567,10
1.1204,1.2805,10
1.0979,1.185,10
1.126,0.75433,10
1.1196,0.69851,10
1.1005,0.71868,10
1.0922,1.2791,10
1.0621,0.6109,10
1.0915,1.2671,10
1.0909,0.82265,10
1.1277,0.69866,10
1.1234,1.4218,10
NaN,NaN,10
NaN,NaN,10
1.0864,0.79566,10
1.1155,0.76803,10
1.1132,0.69667,10
1.1383,0.68442,10
1.0901,0.73967,10
1.0867,1.4272,10
1.0763,1.5315,10
1.0743,1.1827,10
1.0582,1.1235,10
1.0524,0.64556,10
1.1222,1.2745,10
1.0649,1.2405,10
1.1032,0.82284,11
1.1186,1.2855,11
1.0853,1.0477,11
1.0587,0.87574,11
NaN,NaN,11
1.1161,0.82142,11
1.1257,1.0181,11
1.08,1.0552,11
1.1165,NaN,11
1.0728,0.69146,11
1.0286,1.3802,11
NaN,NaN,11
1.0327,0.54354,11
NaN,NaN,11
NaN,NaN,11
1.0367,1.315,11
NaN,NaN,11
NaN,NaN,11
1.0363,1.0563,11
1.0412,1.5354,11
1.0374,0.78211,11
1.0508,0.70327,11
1.0539,0.82387,11
1.0197,NaN,11
1.013,0.70193,11
1.0196,0.84685,11
1.0961,0.7083,11
1.1096,0.98661,11
1.0362,0.89921,11
1.0189,0.57998,12
1.0204,NaN,12
1.0135,1.0648,12
0.99862,1.0492,12
1.0065,0.81345,12
1.0177,0.70076,12
1.012,1.309,12
1.0143,0.9888,12
1.0476,0.72011,12
1.0768,2.7822,12
NaN,0.64217,12
1.0403,1.7473,12
1.0034,0.74682,12
1.0142,1.0063,12
1.0181,0.7966,12
1.0172,0.99884,12
1.0117,0.58821,12
1.0335,1.4539,12
1.0265,1.9383,12
1.0071,1.0816,12
0.99515,0.69687,12
0.9996,0.9842,12
1.0066,1.0207,12
1.0124,1.03,12
0.99476,0.83119,12
1.014,1.131,12
1.0093,0.95054,12
0.992,1.4069,12
1.001,0.99511,12
1.0001,0.79988,12
NaN,0.76776,12
1.0153,1.0319,1
1.0158,0.95524,1
1.0052,1.4959,1
1.0058,0.92498,1
1.0063,0.89966,1
1.009,0.99486,1
1.012,1.5463,1
NaN,NaN,1
0.99257,0.9768,1
1.0045,0.91664,1
1.0108,0.80802,1
1.0096,1.3804,1
1.0036,0.71758,1
0.99414,0.52539,1
0.99392,0.60562,1
1.0012,0.90444,1
1.0032,1.0962,1
1.0056,1.0307,1
0.99436,0.49988,1
NaN,NaN,1
NaN,NaN,1
0.99799,0.66674,1
1.0102,0.96802,1
1.0023,0.83029,1
1.0067,0.72359,1
0.99878,2.6771,1
1.0004,0.63364,1
1.0043,1.3444,1
1.0043,1.5736,1
0.99601,1.0746,2
0.99731,0.68454,2
NaN,NaN,2
1.0036,0.72134,2
NaN,NaN,2
NaN,NaN,2
NaN,NaN,2
NaN,NaN,2
0.98854,1.8014,2
0.99923,0.85894,2
1.0117,0.89093,2
1.001,0.74877,2
0.99201,1.392,2
0.99894,1.2549,2
0.99571,1.2531,2
0.99037,1.3798,2
0.99185,1.0429,2
1.0035,0.83407,2
0.99688,0.96477,2
1.0017,0.84052,2
1.0124,1.1105,2
1.0033,1.1342,2
0.99262,0.26506,2
1.0138,0.98139,3
1.0133,1.0252,3
1.0029,0.73554,3
1.0022,1.072,3
0.99588,0.92431,3
1.0002,1.0605,3
0.99895,0.83731,3
1.0064,0.85843,3
1.0018,0.95603,3
0.98538,0.12576,3
1.002,1.0042,3
1.0015,1.3211,3
0.98917,0.82758,3
1.0061,0.94945,3
1.0021,1.0289,3
1.0061,1.1688,3
1.0025,0.80391,3
0.99275,1.303,3
0.98507,1.1229,3
0.99815,1.0556,3
1.0002,0.97846,3
1.0122,0.951,3
1.0091,1.1367,3
0.99983,0.69967,3
1.0024,1.1589,3
0.98142,1.6084,3
1.0029,0.98261,3
1.0035,1.0252,3
1.0017,0.35454,3
1.0171,0.94259,3
1.0008,0.87278,3
0.99694,1.0038,4
1.0053,0.95914,4
0.99565,1.4516,4
0.99265,0.51767,4
0.99515,1.3013,4
0.98709,1.0042,4
0.98466,0.50395,4
0.99364,1.1641,4
1.0195,1.5812,4
0.99324,1.3126,4
0.99347,0.78575,4
1.007,1.1008,4
1.0079,0.82557,4
1.0093,1.1399,4
1.0026,1.2125,4
1.0082,0.73649,4
0.98798,1.3615,4
0.9882,0.74821,4
1.0032,1.1196,4
NaN,1.173,4
0.99527,0,4
1.002,0.80715,4
1.0032,0.83657,4
1.0011,0.89597,4
1.0013,0.70492,4
1.0078,0.64705,4
0.99333,0.59152,4
1.0049,0.9987,4
1.0059,0.81011,4
0.99872,1.1377,4
1.0008,1.3457,5
1.0074,0.80014,5
1.0029,0.93748,5
0.9961,1.3139,5
0.98139,1.593,5
0.99818,1.0027,5
1.0019,1.1996,5
1.0076,1.0379,5
1.0081,0.92583,5
1.0061,0.85747,5
1.0058,1.1432,5
1.0053,0.90802,5
1.0076,1.4325,5
